result_id,athlete_id,competition_name,competition_level,event,date,position,time_seconds,season_best,personal_best,qualification_status
CR000311,A0041,Paralympic Trials,National,200m,2021-01-17,1,67.17,False,False,Participation
CR000312,A0041,Masa Cup,Local,400m,2022-01-08,6,65.18,False,False,Finalist
CR000313,A0041,Botswana Nationals,National,400m,2022-02-12,6,64.54,False,False,Participation
CR000314,A0041,Paralympic Trials,National,400m,2022-04-18,2,66.29,False,False,Participation
CR000315,A0041,Independence Meet,Local,400m,2023-02-12,5,65.67,False,False,Participation
CR000316,A0041,Paralympic Trials,National,400m,2023-11-05,2,67.15,True,False,Participation
CR000317,A0042,National Championships,National,800m,2020-07-31,2,147.74,False,False,Participation
CR000318,A0042,Botswana Nationals,National,800m,2020-10-20,8,141.52,False,False,Participation
CR000319,A0042,Botswana Nationals,National,800m,2020-12-13,1,146.65,False,False,Participation
CR000320,A0042,Botswana Nationals,National,1500m,2021-04-29,1,144.24,False,False,Qualified
CR000321,A0042,Continental Series,Continental,800m,2021-09-01,4,140.17,True,False,Finalist
CR000322,A0042,Southern Africa Games,Continental,800m,2022-07-04,2,143.46,False,False,Qualified
CR000323,A0042,Continental Series,Continental,1500m,2022-09-27,4,146.75,False,True,Qualified
CR000324,A0042,Southern Africa Games,Continental,800m,2022-11-10,3,140.01,False,False,Qualified
CR000325,A0042,Botswana Nationals,National,800m,2024-06-17,5,139.91,True,False,Participation
CR000326,A0043,Continental Series,Continental,100m,2020-01-12,1,13.92,False,False,Finalist
CR000327,A0043,Botswana Nationals,National,800m,2020-03-31,3,13.95,False,False,Participation
CR000328,A0043,Botswana Nationals,National,100m,2020-06-02,1,13.08,False,False,Finalist
CR000329,A0043,Continental Series,Continental,100m,2021-01-27,3,13.19,False,False,Finalist
CR000330,A0043,National Championships,National,100m,2022-04-05,1,13.56,True,False,Qualified
CR000331,A0043,Southern Africa Games,Continental,100m,2023-01-06,2,13.85,False,True,Qualified
CR000332,A0043,National Championships,National,100m,2023-02-24,2,13.11,False,False,Participation
CR000333,A0043,World Para Athletics GP,World,100m,2023-02-25,3,13.8,False,True,Participation
CR000334,A0043,Continental Series,Continental,100m,2023-04-08,4,13.16,False,False,Qualified
CR000335,A0043,Southern Africa Games,Continental,800m,2024-04-02,1,13.5,False,False,Finalist
CR000336,A0043,Continental Series,Continental,100m,2024-10-08,6,13.37,True,False,Finalist
CR000337,A0044,Paralympic Trials,National,100m,2020-09-09,2,14.51,False,False,Participation
CR000338,A0044,Regional Open,Regional,100m,2021-05-26,4,14.14,False,False,Qualified
CR000339,A0044,Paralympic Trials,National,200m,2021-12-09,5,14.07,False,False,Participation
CR000340,A0044,Regional Open,Regional,100m,2023-03-20,3,14.09,False,False,Participation
CR000341,A0044,Southern Africa Games,Continental,100m,2023-06-16,3,14.61,True,False,Participation
CR000342,A0044,Kalahari Sprint Classic,Regional,100m,2023-07-24,3,14.64,True,False,Qualified
CR000343,A0044,Botswana Nationals,National,100m,2023-12-24,6,14.42,True,False,Participation
CR000344,A0044,National Championships,National,100m,2024-05-18,3,14.66,False,False,Participation
CR000345,A0044,Continental Series,Continental,100m,2024-09-04,8,14.35,False,False,Finalist
CR000346,A0045,Southern Africa Games,Continental,200m,2020-02-05,6,59.76,False,True,Finalist
CR000347,A0045,Continental Series,Continental,400m,2020-05-03,6,58.81,False,False,Participation
CR000348,A0045,Regional Open,Regional,200m,2021-09-10,1,61.0,False,False,Participation
CR000349,A0045,Continental Series,Continental,200m,2021-10-28,2,58.9,True,False,Qualified
CR000350,A0045,Continental Series,Continental,400m,2022-04-20,1,60.65,True,False,Participation
CR000351,A0045,Botswana Nationals,National,400m,2022-09-05,2,61.65,True,False,Finalist
CR000352,A0045,Southern Africa Games,Continental,200m,2022-10-04,1,60.38,False,False,Qualified
CR000353,A0045,National Championships,National,200m,2023-11-08,1,61.18,False,False,Participation
CR000354,A0045,Botswana Nationals,National,400m,2023-11-08,2,58.08,False,True,Finalist
CR000355,A0045,Regional Open,Regional,400m,2024-12-08,1,60.43,True,False,Qualified
CR000356,A0045,Kalahari Sprint Classic,Regional,200m,2024-12-15,3,60.96,True,False,Qualified
CR000357,A0046,Independence Meet,Local,100m,2020-06-02,5,14.98,False,False,Finalist
CR000358,A0046,Independence Meet,Local,100m,2020-10-01,4,14.6,False,False,Finalist
CR000359,A0046,Botswana Nationals,National,100m,2021-09-08,5,15.15,False,False,Finalist
CR000360,A0046,Botswana Nationals,National,100m,2022-06-29,1,15.31,False,False,Participation
CR000361,A0046,Independence Meet,Local,100m,2024-09-18,3,15.48,False,False,Qualified
CR000362,A0047,Masa Cup,Local,200m,2020-04-15,2,64.76,False,False,Participation
CR000363,A0047,Masa Cup,Local,400m,2021-02-14,4,65.89,False,False,Participation
CR000364,A0047,Botswana Nationals,National,400m,2022-08-23,4,64.97,True,False,Qualified
CR000365,A0047,Regional Open,Regional,200m,2022-09-16,4,67.61,False,False,Finalist
CR000366,A0047,Regional Open,Regional,400m,2023-07-05,1,68.21,False,False,Participation
CR000367,A0047,Masa Cup,Local,400m,2024-03-06,2,65.37,False,False,Participation
CR000368,A0047,Paralympic Trials,National,200m,2024-10-15,2,64.69,False,False,Participation
CR000369,A0048,Kalahari Sprint Classic,Regional,100m,2021-11-13,7,17.17,False,False,Participation
CR000370,A0048,Kalahari Sprint Classic,Regional,100m,2021-12-16,3,16.83,False,False,Participation
CR000371,A0048,Masa Cup,Local,100m,2022-02-16,6,17.87,False,False,Participation
CR000372,A0048,Regional Open,Regional,1500m,2022-08-19,7,17.34,False,False,Qualified
CR000373,A0048,Independence Meet,Local,100m,2023-03-17,4,17.37,False,False,Participation
CR000374,A0048,Masa Cup,Local,100m,2023-11-13,8,17.64,False,False,Finalist
CR000375,A0048,Independence Meet,Local,1500m,2024-06-16,2,17.56,True,False,Qualified
CR000376,A0049,Kalahari Sprint Classic,Regional,100m,2020-01-01,7,16.2,False,False,Qualified
CR000377,A0049,Masa Cup,Local,100m,2021-07-08,5,17.17,True,False,Qualified
CR000378,A0049,Kalahari Sprint Classic,Regional,100m,2022-03-02,6,17.05,False,False,Qualified
CR000379,A0049,Kalahari Sprint Classic,Regional,100m,2022-04-16,2,16.64,True,False,Participation
CR000380,A0049,Masa Cup,Local,800m,2022-05-27,3,16.09,False,False,Participation
CR000381,A0049,Masa Cup,Local,100m,2022-09-16,6,17.02,False,False,Finalist
CR000382,A0049,Independence Meet,Local,100m,2023-06-21,3,16.17,True,False,Finalist
CR000383,A0049,Independence Meet,Local,100m,2024-11-01,5,17.0,True,False,Participation
CR000384,A0050,Independence Meet,Local,100m,2020-01-22,5,15.95,False,False,Participation
CR000385,A0050,Regional Open,Regional,100m,2020-08-01,5,16.3,True,True,Qualified
CR000386,A0050,Botswana Nationals,National,100m,2021-12-26,4,15.57,False,False,Participation
CR000387,A0050,Kalahari Sprint Classic,Regional,100m,2024-02-23,2,15.55,True,False,Participation
CR000388,A0050,Independence Meet,Local,100m,2024-07-09,3,15.76,False,False,Qualified
CR000389,A0051,Independence Meet,Local,1500m,2020-08-20,2,36.11,True,False,Participation
CR000390,A0051,Independence Meet,Local,200m,2020-12-01,3,34.67,False,False,Participation
CR000391,A0051,Independence Meet,Local,200m,2020-12-16,7,35.5,False,False,Participation
CR000392,A0051,Regional Open,Regional,200m,2021-11-17,2,34.21,False,False,Participation
CR000393,A0052,Paralympic Trials,National,200m,2020-02-21,6,27.02,True,False,Finalist
CR000394,A0052,Botswana Nationals,National,200m,2021-10-21,1,27.56,True,False,Participation
CR000395,A0052,Continental Series,Continental,800m,2022-02-05,2,28.13,False,True,Qualified
CR000396,A0052,National Championships,National,200m,2023-01-09,1,28.15,False,False,Participation
CR000397,A0052,National Championships,National,200m,2023-01-09,4,26.51,False,False,Participation
CR000398,A0052,Kalahari Sprint Classic,Regional,200m,2023-08-14,3,26.9,False,False,Finalist
CR000399,A0052,Botswana Nationals,National,200m,2024-08-17,4,27.97,True,False,Finalist
CR000400,A0052,Paralympic Trials,National,800m,2024-11-25,4,27.7,False,False,Participation
CR000401,A0052,Regional Open,Regional,200m,2024-12-11,8,26.84,False,False,Participation
CR000402,A0053,Regional Open,Regional,1500m,2020-08-29,3,27.04,False,False,Qualified
CR000403,A0053,Paralympic Trials,National,200m,2021-03-08,3,27.38,False,False,Participation
CR000404,A0053,Southern Africa Games,Continental,200m,2021-03-09,3,27.59,False,False,Finalist
CR000405,A0053,Continental Series,Continental,1500m,2021-04-18,1,27.29,False,False,Finalist
CR000406,A0053,Continental Series,Continental,1500m,2021-09-15,4,28.07,False,False,Participation
CR000407,A0053,Botswana Nationals,National,200m,2022-04-26,3,28.15,False,False,Qualified
CR000408,A0053,Regional Open,Regional,1500m,2023-08-04,4,27.09,True,False,Finalist
CR000409,A0053,Regional Open,Regional,200m,2023-10-23,6,28.19,False,False,Qualified
CR000410,A0053,Kalahari Sprint Classic,Regional,200m,2024-05-30,7,27.66,True,False,Qualified
CR000411,A0054,Botswana Nationals,National,800m,2021-01-17,8,14.91,False,False,Participation
CR000412,A0054,Regional Open,Regional,100m,2022-09-06,4,14.61,False,False,Participation
CR000413,A0054,Kalahari Sprint Classic,Regional,100m,2023-05-22,4,15.22,False,False,Participation
CR000414,A0054,Independence Meet,Local,100m,2023-12-15,7,15.17,False,False,Participation
CR000415,A0054,Regional Open,Regional,100m,2024-04-08,1,14.44,False,False,Qualified
CR000416,A0054,Paralympic Trials,National,100m,2024-04-08,2,14.47,False,False,Participation
CR000417,A0054,National Championships,National,100m,2024-08-04,2,15.36,False,False,Participation
CR000418,A0055,Masa Cup,Local,1500m,2020-06-08,5,301.03,False,False,Participation
CR000419,A0055,Kalahari Sprint Classic,Regional,1500m,2020-06-11,8,303.91,False,False,Participation
CR000420,A0055,Botswana Nationals,National,1500m,2021-02-17,5,311.09,False,False,Finalist
CR000421,A0055,National Championships,National,1500m,2021-03-10,1,298.63,False,False,Participation
CR000422,A0055,Masa Cup,Local,1500m,2021-12-17,1,305.32,False,False,Participation
CR000423,A0055,Independence Meet,Local,1500m,2022-01-18,7,308.6,False,False,Qualified
CR000424,A0055,Masa Cup,Local,1500m,2023-08-19,5,309.99,False,False,Finalist
CR000425,A0056,Masa Cup,Local,200m,2020-02-29,2,30.22,False,False,Qualified
CR000426,A0056,National Championships,National,200m,2020-10-16,3,30.78,False,False,Qualified
CR000427,A0056,Kalahari Sprint Classic,Regional,200m,2020-11-08,4,30.27,False,False,Participation
CR000428,A0056,Independence Meet,Local,1500m,2020-12-18,8,29.81,False,False,Finalist
CR000429,A0056,Independence Meet,Local,200m,2021-06-03,6,31.17,False,False,Participation
CR000430,A0056,Masa Cup,Local,200m,2021-12-13,8,30.29,False,False,Qualified
CR000431,A0056,Botswana Nationals,National,1500m,2022-10-06,2,30.58,False,True,Finalist
CR000432,A0056,Regional Open,Regional,1500m,2023-02-10,1,29.86,False,False,Participation
CR000433,A0056,Paralympic Trials,National,200m,2023-06-08,2,31.19,False,False,Participation
CR000434,A0057,National Championships,National,400m,2020-05-02,5,16.41,False,False,Finalist
CR000435,A0057,Botswana Nationals,National,100m,2021-01-25,4,16.68,False,False,Qualified
CR000436,A0057,Kalahari Sprint Classic,Regional,400m,2021-11-30,3,15.71,False,False,Finalist
CR000437,A0057,Regional Open,Regional,100m,2022-01-05,6,15.91,False,False,Finalist
CR000438,A0057,National Championships,National,100m,2022-10-27,1,15.66,False,False,Finalist
CR000439,A0057,Paralympic Trials,National,100m,2022-12-07,1,16.5,False,False,Qualified
CR000440,A0057,Paralympic Trials,National,400m,2022-12-18,4,16.11,False,False,Participation
CR000441,A0057,National Championships,National,100m,2024-01-13,2,16.21,True,False,Finalist
CR000442,A0057,Kalahari Sprint Classic,Regional,100m,2024-09-25,7,15.88,False,False,Participation
CR000443,A0058,Regional Open,Regional,800m,2020-03-20,7,34.18,False,False,Qualified
CR000444,A0058,Masa Cup,Local,200m,2020-04-27,7,34.0,False,False,Qualified
CR000445,A0058,Regional Open,Regional,800m,2020-06-18,3,33.56,False,False,Participation
CR000446,A0058,Masa Cup,Local,200m,2020-09-01,6,34.51,False,False,Qualified
CR000447,A0058,Masa Cup,Local,200m,2022-07-23,4,34.54,False,True,Participation
CR000448,A0058,Masa Cup,Local,200m,2022-12-23,7,33.7,False,False,Finalist
CR000449,A0058,Regional Open,Regional,200m,2023-12-28,5,35.14,True,False,Participation
CR000450,A0058,Independence Meet,Local,200m,2024-10-07,5,34.38,False,False,Finalist
CR000451,A0059,Kalahari Sprint Classic,Regional,200m,2020-11-26,4,31.62,False,False,Participation
CR000452,A0059,Regional Open,Regional,200m,2022-09-20,4,31.53,False,False,Participation
CR000453,A0059,Regional Open,Regional,200m,2023-07-29,3,31.37,False,False,Qualified
CR000454,A0059,Masa Cup,Local,200m,2024-04-19,2,33.01,False,False,Participation
CR000455,A0060,World Para Athletics GP,World,100m,2020-05-10,4,13.4,False,False,Participation
CR000456,A0060,Paralympic Trials,National,200m,2020-07-21,1,13.92,False,False,Participation
CR000457,A0060,Continental Series,Continental,100m,2020-08-14,1,13.15,False,False,Qualified
CR000458,A0060,National Championships,National,100m,2021-03-29,8,13.43,False,False,Qualified
CR000459,A0060,World Para Athletics GP,World,100m,2021-05-07,5,13.47,False,False,Participation
CR000460,A0060,Continental Series,Continental,100m,2021-10-26,5,13.6,False,False,Participation
CR000461,A0060,Southern Africa Games,Continental,100m,2021-10-27,1,13.61,False,True,Qualified
CR000462,A0060,Continental Series,Continental,100m,2022-02-01,1,13.72,False,False,Qualified
CR000463,A0060,Continental Series,Continental,100m,2022-06-17,1,13.34,False,False,Qualified
CR000464,A0061,Southern Africa Games,Continental,100m,2020-01-15,8,12.98,False,False,Qualified
CR000465,A0061,National Championships,National,100m,2020-03-12,4,13.31,False,False,Participation
CR000466,A0061,Botswana Nationals,National,100m,2020-06-24,1,13.23,False,False,Finalist
CR000467,A0061,Paralympic Trials,National,100m,2020-07-03,6,12.85,False,False,Participation
CR000468,A0061,Continental Series,Continental,100m,2021-11-07,1,12.84,False,False,Qualified
CR000469,A0061,Paralympic Trials,National,800m,2021-11-22,3,12.65,False,False,Participation
CR000470,A0061,World Para Athletics GP,World,800m,2022-12-06,6,12.86,True,False,Qualified
CR000471,A0061,National Championships,National,800m,2023-06-22,2,13.05,True,True,Participation
CR000472,A0061,World Para Athletics GP,World,800m,2023-11-02,7,13.0,False,False,Qualified
CR000473,A0061,Southern Africa Games,Continental,100m,2023-12-29,6,12.94,True,False,Participation
CR000474,A0061,Continental Series,Continental,100m,2024-06-08,7,13.34,True,False,Participation
CR000475,A0061,World Para Athletics GP,World,100m,2024-09-14,6,13.17,False,False,Participation
CR000476,A0062,Regional Open,Regional,800m,2021-07-28,2,177.65,False,False,Qualified
CR000477,A0062,Regional Open,Regional,100m,2022-05-18,4,178.1,False,False,Participation
CR000478,A0062,Regional Open,Regional,800m,2023-09-27,4,183.36,False,False,Qualified
CR000479,A0062,Kalahari Sprint Classic,Regional,100m,2024-09-19,5,179.24,True,False,Participation
CR000480,A0063,Regional Open,Regional,100m,2021-05-12,5,14.88,False,False,Participation
CR000481,A0063,Regional Open,Regional,100m,2022-04-12,2,15.28,False,False,Participation
CR000482,A0063,National Championships,National,1500m,2022-04-16,4,14.59,False,False,Participation
CR000483,A0063,Paralympic Trials,National,1500m,2023-05-02,5,14.98,False,False,Participation
CR000484,A0063,Regional Open,Regional,100m,2023-09-16,4,14.37,False,False,Participation
CR000485,A0063,Paralympic Trials,National,100m,2024-05-30,4,14.27,True,False,Finalist
CR000486,A0063,Kalahari Sprint Classic,Regional,100m,2024-07-09,1,14.4,False,False,Finalist
CR000487,A0064,Independence Meet,Local,1500m,2020-02-08,6,307.97,False,False,Qualified
CR000488,A0064,Masa Cup,Local,1500m,2020-09-07,8,307.72,False,False,Participation
CR000489,A0064,Independence Meet,Local,200m,2020-10-12,6,317.9,False,True,Participation
CR000490,A0064,Botswana Nationals,National,1500m,2021-03-25,2,304.29,False,False,Participation
CR000491,A0064,National Championships,National,1500m,2021-10-30,1,320.09,False,False,Participation
CR000492,A0064,Masa Cup,Local,200m,2022-05-25,2,299.89,True,False,Participation
CR000493,A0064,Kalahari Sprint Classic,Regional,1500m,2023-04-24,4,313.81,False,False,Qualified
CR000494,A0064,Independence Meet,Local,1500m,2023-05-27,4,304.41,False,False,Participation
CR000495,A0064,Independence Meet,Local,1500m,2024-06-07,7,317.08,False,False,Finalist
CR000496,A0065,Paralympic Trials,National,200m,2020-03-02,7,29.35,False,False,Participation
CR000497,A0065,Kalahari Sprint Classic,Regional,200m,2020-08-26,3,30.24,False,False,Participation
CR000498,A0065,Paralympic Trials,National,200m,2020-09-29,7,30.19,True,False,Participation
