medal_id,athlete_id,competition_name,event,medal_type,competition_level,year
M000472,A0124,Regional Open,400m,Gold,Regional,2022
M000473,A0124,National Championships,400m,Silver,National,2023
M000474,A0124,Regional Open,400m,Gold,Regional,2023
M000475,A0124,Botswana Nationals,400m,Bronze,National,2023
M000476,A0124,Paralympic Trials,400m,Silver,National,2024
M000477,A0125,Kalahari Sprint Classic,800m,Bronze,Regional,2020
M000478,A0125,Independence Meet,800m,Gold,Local,2021
M000479,A0125,Kalahari Sprint Classic,800m,Bronze,Regional,2023
M000480,A0126,Independence Meet,200m,Silver,Local,2020
M000481,A0127,Masa Cup,200m,Silver,Local,2022
M000482,A0127,Masa Cup,200m,Bronze,Local,2024
M000483,A0127,Kalahari Sprint Classic,200m,Bronze,Regional,2024
M000484,A0128,Kalahari Sprint Classic,1500m,Bronze,Regional,2022
M000485,A0128,Masa Cup,1500m,Silver,Local,2024
M000486,A0128,Masa Cup,1500m,Bronze,Local,2024
M000487,A0129,Paralympic Trials,800m,Silver,National,2022
M000488,A0129,Regional Open,800m,Silver,Regional,2023
M000489,A0130,Kalahari Sprint Classic,1500m,Gold,Regional,2022
M000490,A0130,Regional Open,400m,Silver,Regional,2023
M000491,A0130,Regional Open,400m,Bronze,Regional,2024
M000492,A0131,Regional Open,400m,Silver,Regional,2020
M000493,A0131,Masa Cup,800m,Bronze,Local,2020
M000494,A0131,Regional Open,400m,Silver,Regional,2022
M000495,A0131,Masa Cup,800m,Silver,Local,2023
M000496,A0132,Masa Cup,200m,Bronze,Local,2023
M000497,A0133,Masa Cup,200m,Bronze,Local,2024
M000498,A0134,Southern Africa Games,400m,Silver,Continental,2021
M000499,A0134,Kalahari Sprint Classic,400m,Gold,Regional,2023
M000500,A0134,Regional Open,100m,Bronze,Regional,2023
M000501,A0134,Regional Open,400m,Silver,Regional,2024
M000502,A0134,Regional Open,100m,Silver,Regional,2024
M000503,A0135,Regional Open,100m,Silver,Regional,2020
M000504,A0135,National Championships,100m,Gold,National,2020
M000505,A0135,Southern Africa Games,100m,Bronze,Continental,2020
M000506,A0135,Paralympic Trials,100m,Silver,National,2022
M000507,A0135,Regional Open,100m,Bronze,Regional,2023
M000508,A0135,Southern Africa Games,100m,Gold,Continental,2023
M000509,A0135,Regional Open,100m,Bronze,Regional,2023
M000510,A0135,National Championships,100m,Gold,National,2024
M000511,A0136,Southern Africa Games,200m,Gold,Continental,2020
M000512,A0136,National Championships,200m,Bronze,National,2020
M000513,A0136,Paralympic Trials,200m,Bronze,National,2021
M000514,A0136,Kalahari Sprint Classic,200m,Silver,Regional,2022
M000515,A0136,Kalahari Sprint Classic,200m,Bronze,Regional,2023
M000516,A0137,Southern Africa Games,100m,Silver,Continental,2020
M000517,A0137,Kalahari Sprint Classic,100m,Silver,Regional,2020
M000518,A0137,Paralympic Trials,100m,Gold,National,2022
M000519,A0137,National Championships,100m,Gold,National,2022
M000520,A0137,National Championships,100m,Gold,National,2023
M000521,A0138,Regional Open,200m,Bronze,Regional,2021
M000522,A0138,Independence Meet,200m,Bronze,Local,2023
M000523,A0138,Paralympic Trials,200m,Gold,National,2023
M000524,A0138,Paralympic Trials,200m,Gold,National,2024
M000525,A0138,Kalahari Sprint Classic,200m,Bronze,Regional,2024
M000526,A0139,Regional Open,200m,Bronze,Regional,2020
M000527,A0139,Independence Meet,200m,Gold,Local,2022
M000528,A0139,Independence Meet,200m,Gold,Local,2022
M000529,A0139,National Championships,200m,Silver,National,2023
M000530,A0139,National Championships,1500m,Bronze,National,2023
M000531,A0141,Continental Series,100m,Silver,Continental,2020
M000532,A0141,National Championships,400m,Bronze,National,2022
M000533,A0141,Botswana Nationals,100m,Gold,National,2022
M000534,A0141,Regional Open,100m,Bronze,Regional,2023
M000535,A0141,Botswana Nationals,100m,Bronze,National,2023
M000536,A0141,Kalahari Sprint Classic,100m,Silver,Regional,2023
M000537,A0141,Southern Africa Games,100m,Bronze,Continental,2024
M000538,A0142,Regional Open,400m,Silver,Regional,2020
M000539,A0142,Masa Cup,1500m,Gold,Local,2022
M000540,A0143,Independence Meet,800m,Bronze,Local,2020
M000541,A0143,Botswana Nationals,400m,Silver,National,2021
M000542,A0143,Kalahari Sprint Classic,800m,Gold,Regional,2024
M000543,A0144,Continental Series,100m,Gold,Continental,2020
M000544,A0144,Botswana Nationals,100m,Bronze,National,2021
M000545,A0144,Paralympic Trials,100m,Bronze,National,2021
M000546,A0144,Regional Open,100m,Silver,Regional,2022
M000547,A0144,Kalahari Sprint Classic,100m,Silver,Regional,2023
M000548,A0144,Kalahari Sprint Classic,200m,Gold,Regional,2023
M000549,A0144,National Championships,100m,Gold,National,2024
M000550,A0145,Paralympic Trials,400m,Bronze,National,2021
M000551,A0145,Botswana Nationals,400m,Gold,National,2022
M000552,A0145,Masa Cup,400m,Silver,Local,2022
M000553,A0145,Paralympic Trials,100m,Gold,National,2023
M000554,A0145,National Championships,400m,Silver,National,2023
M000555,A0146,Independence Meet,100m,Silver,Local,2021
M000556,A0146,Masa Cup,100m,Bronze,Local,2022
M000557,A0146,Independence Meet,100m,Bronze,Local,2023
M000558,A0146,Regional Open,100m,Bronze,Regional,2024
M000559,A0147,National Championships,1500m,Bronze,National,2020
M000560,A0147,National Championships,1500m,Gold,National,2020
M000561,A0147,Paralympic Trials,1500m,Bronze,National,2021
M000562,A0147,Regional Open,100m,Gold,Regional,2023
M000563,A0147,Paralympic Trials,100m,Silver,National,2023
M000564,A0148,Botswana Nationals,400m,Silver,National,2021
M000565,A0148,National Championships,200m,Silver,National,2022
M000566,A0148,National Championships,400m,Bronze,National,2023
M000567,A0148,World Para Athletics GP,200m,Gold,World,2023
M000568,A0148,Continental Series,400m,Silver,Continental,2024
M000569,A0149,Masa Cup,100m,Silver,Local,2021
M000570,A0150,Botswana Nationals,400m,Silver,National,2020
M000571,A0150,National Championships,400m,Bronze,National,2020
M000572,A0150,Continental Series,400m,Bronze,Continental,2023
M000573,A0150,Botswana Nationals,400m,Gold,National,2024
M000574,A0150,Regional Open,400m,Silver,Regional,2024
M000575,A0151,Botswana Nationals,400m,Silver,National,2020
M000576,A0151,Continental Series,400m,Silver,Continental,2023
M000577,A0151,Paralympic Trials,400m,Silver,National,2023
M000578,A0151,National Championships,200m,Bronze,National,2023
M000579,A0151,Southern Africa Games,400m,Bronze,Continental,2024
M000580,A0153,Paralympic Trials,400m,Gold,National,2020
M000581,A0153,Kalahari Sprint Classic,200m,Gold,Regional,2022
M000582,A0153,Kalahari Sprint Classic,400m,Silver,Regional,2024
M000583,A0154,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M000584,A0154,Regional Open,100m,Gold,Regional,2021
M000585,A0154,Southern Africa Games,100m,Gold,Continental,2023
M000586,A0154,Botswana Nationals,800m,Bronze,National,2023
M000587,A0154,Continental Series,100m,Bronze,Continental,2024
M000588,A0155,Southern Africa Games,100m,Silver,Continental,2020
M000589,A0155,Paralympic Trials,100m,Bronze,National,2021
M000590,A0155,National Championships,100m,Gold,National,2022
M000591,A0155,Kalahari Sprint Classic,400m,Silver,Regional,2022
M000592,A0155,Southern Africa Games,100m,Bronze,Continental,2023
M000593,A0155,Kalahari Sprint Classic,100m,Silver,Regional,2024
M000594,A0156,Masa Cup,1500m,Bronze,Local,2021
M000595,A0156,Botswana Nationals,1500m,Silver,National,2022
M000596,A0156,Regional Open,800m,Silver,Regional,2022
M000597,A0158,Kalahari Sprint Classic,200m,Bronze,Regional,2020
M000598,A0158,Independence Meet,200m,Bronze,Local,2024
M000599,A0159,Regional Open,200m,Bronze,Regional,2023
M000600,A0159,Independence Meet,1500m,Bronze,Local,2024
M000601,A0159,National Championships,200m,Silver,National,2024
M000602,A0159,Kalahari Sprint Classic,200m,Silver,Regional,2024
M000603,A0160,Masa Cup,1500m,Silver,Local,2020
M000604,A0160,Independence Meet,1500m,Silver,Local,2024
M000605,A0161,Southern Africa Games,100m,Gold,Continental,2020
M000606,A0161,Southern Africa Games,100m,Gold,Continental,2020
M000607,A0161,Botswana Nationals,100m,Silver,National,2021
M000608,A0161,Paralympic Trials,200m,Gold,National,2023
M000609,A0161,Paralympic Trials,100m,Silver,National,2023
M000610,A0161,Regional Open,200m,Bronze,Regional,2024
M000611,A0162,Independence Meet,100m,Bronze,Local,2022
M000612,A0162,Independence Meet,100m,Silver,Local,2024
M000613,A0163,Masa Cup,1500m,Silver,Local,2022
M000614,A0163,Masa Cup,200m,Silver,Local,2023
M000615,A0163,Independence Meet,200m,Bronze,Local,2023
M000616,A0163,Regional Open,200m,Silver,Regional,2024
M000617,A0163,Regional Open,200m,Silver,Regional,2024
M000618,A0163,Kalahari Sprint Classic,200m,Silver,Regional,2024
M000619,A0164,Regional Open,100m,Silver,Regional,2020
M000620,A0164,Continental Series,800m,Gold,Continental,2020
M000621,A0164,Regional Open,100m,Bronze,Regional,2022
M000622,A0164,Kalahari Sprint Classic,100m,Gold,Regional,2022
M000623,A0164,Botswana Nationals,100m,Bronze,National,2023
M000624,A0165,Kalahari Sprint Classic,400m,Gold,Regional,2020
M000625,A0165,National Championships,200m,Gold,National,2021
M000626,A0165,Independence Meet,400m,Silver,Local,2022
M000627,A0165,Masa Cup,200m,Bronze,Local,2022
M000628,A0166,Independence Meet,100m,Bronze,Local,2020
M000629,A0166,Independence Meet,100m,Bronze,Local,2021
M000630,A0166,National Championships,1500m,Silver,National,2023
M000631,A0166,Botswana Nationals,1500m,Bronze,National,2024
M000632,A0167,Paralympic Trials,200m,Gold,National,2020
M000633,A0167,Botswana Nationals,200m,Gold,National,2020
M000634,A0167,Botswana Nationals,200m,Gold,National,2020
M000635,A0167,National Championships,400m,Bronze,National,2021
M000636,A0167,World Para Athletics GP,400m,Gold,World,2022
M000637,A0167,National Championships,200m,Gold,National,2022
M000638,A0167,Southern Africa Games,200m,Bronze,Continental,2022
M000639,A0167,Paralympic Trials,200m,Gold,National,2023
M000640,A0167,Southern Africa Games,200m,Gold,Continental,2023
M000641,A0168,Southern Africa Games,200m,Silver,Continental,2021
M000642,A0168,Continental Series,200m,Gold,Continental,2023
M000643,A0168,Continental Series,200m,Bronze,Continental,2023
M000644,A0168,Botswana Nationals,200m,Bronze,National,2023
M000645,A0168,World Para Athletics GP,200m,Gold,World,2023
M000646,A0168,Paralympic Trials,200m,Silver,National,2024
M000647,A0169,National Championships,100m,Silver,National,2022
M000648,A0170,Kalahari Sprint Classic,400m,Silver,Regional,2020
M000649,A0170,Continental Series,200m,Silver,Continental,2020
M000650,A0170,Kalahari Sprint Classic,400m,Gold,Regional,2021
M000651,A0170,Continental Series,400m,Bronze,Continental,2023
M000652,A0170,Regional Open,400m,Silver,Regional,2023
M000653,A0170,National Championships,400m,Bronze,National,2023
M000654,A0171,Kalahari Sprint Classic,400m,Bronze,Regional,2021
M000655,A0171,Regional Open,100m,Silver,Regional,2022
M000656,A0171,Independence Meet,100m,Silver,Local,2022
M000657,A0171,Kalahari Sprint Classic,100m,Bronze,Regional,2023
M000658,A0171,Independence Meet,400m,Bronze,Local,2024
M000659,A0171,Independence Meet,400m,Bronze,Local,2024
M000660,A0172,Regional Open,800m,Silver,Regional,2020
M000661,A0172,Regional Open,800m,Silver,Regional,2024
M000662,A0173,Independence Meet,800m,Silver,Local,2024
M000663,A0173,Independence Meet,400m,Silver,Local,2024
M000664,A0174,Regional Open,100m,Silver,Regional,2020
M000665,A0174,Paralympic Trials,100m,Gold,National,2020
M000666,A0174,Regional Open,100m,Bronze,Regional,2020
M000667,A0174,Southern Africa Games,100m,Silver,Continental,2021
M000668,A0174,Continental Series,100m,Gold,Continental,2021
M000669,A0174,Continental Series,800m,Bronze,Continental,2023
M000670,A0174,Paralympic Trials,100m,Silver,National,2024
M000671,A0175,Masa Cup,100m,Silver,Local,2020
M000672,A0175,Independence Meet,100m,Bronze,Local,2021
M000673,A0175,Kalahari Sprint Classic,100m,Bronze,Regional,2022
M000674,A0175,Kalahari Sprint Classic,100m,Silver,Regional,2022
M000675,A0176,Independence Meet,400m,Bronze,Local,2024
M000676,A0177,Regional Open,100m,Silver,Regional,2020
M000677,A0177,Kalahari Sprint Classic,200m,Silver,Regional,2020
M000678,A0177,Botswana Nationals,100m,Gold,National,2022
M000679,A0177,National Championships,100m,Silver,National,2022
M000680,A0178,Continental Series,100m,Bronze,Continental,2022
M000681,A0178,Southern Africa Games,1500m,Gold,Continental,2023
M000682,A0178,Regional Open,100m,Bronze,Regional,2024
M000683,A0178,Botswana Nationals,100m,Bronze,National,2024
M000684,A0179,Botswana Nationals,800m,Bronze,National,2021
M000685,A0179,Regional Open,800m,Bronze,Regional,2021
M000686,A0179,National Championships,100m,Silver,National,2022
M000687,A0179,National Championships,100m,Bronze,National,2022
M000688,A0180,Southern Africa Games,1500m,Silver,Continental,2020
M000689,A0180,Continental Series,1500m,Bronze,Continental,2021
M000690,A0180,Continental Series,1500m,Gold,Continental,2021
M000691,A0180,Botswana Nationals,1500m,Bronze,National,2021
M000692,A0180,National Championships,200m,Bronze,National,2023
M000693,A0180,Regional Open,1500m,Bronze,Regional,2024
M000694,A0180,Southern Africa Games,1500m,Gold,Continental,2024
M000695,A0180,National Championships,1500m,Bronze,National,2024
M000696,A0181,Independence Meet,400m,Silver,Local,2020
M000697,A0182,National Championships,800m,Bronze,National,2021
M000698,A0182,Independence Meet,800m,Silver,Local,2024
M000699,A0183,National Championships,100m,Bronze,National,2020
M000700,A0183,Independence Meet,100m,Silver,Local,2020
M000701,A0183,Botswana Nationals,100m,Silver,National,2021
M000702,A0183,National Championships,200m,Silver,National,2023
M000703,A0183,Independence Meet,100m,Gold,Local,2024
M000704,A0184,Independence Meet,800m,Bronze,Local,2020
M000705,A0184,Kalahari Sprint Classic,800m,Bronze,Regional,2023
M000706,A0184,Kalahari Sprint Classic,800m,Silver,Regional,2023
M000707,A0185,Southern Africa Games,400m,Gold,Continental,2020
M000708,A0185,Botswana Nationals,400m,Gold,National,2022
M000709,A0186,Independence Meet,400m,Bronze,Local,2024
M000710,A0187,Botswana Nationals,100m,Silver,National,2021
M000711,A0187,Regional Open,100m,Gold,Regional,2021
M000712,A0187,Southern Africa Games,200m,Gold,Continental,2023
M000713,A0187,Botswana Nationals,100m,Silver,National,2023
M000714,A0187,Botswana Nationals,100m,Silver,National,2024
M000715,A0188,Kalahari Sprint Classic,200m,Gold,Regional,2021
M000716,A0188,Kalahari Sprint Classic,200m,Gold,Regional,2022
M000717,A0188,National Championships,100m,Gold,National,2023
M000718,A0188,Regional Open,200m,Silver,Regional,2023
M000719,A0188,Regional Open,100m,Bronze,Regional,2023
M000720,A0189,Regional Open,200m,Silver,Regional,2021
M000721,A0190,Independence Meet,200m,Bronze,Local,2020
M000722,A0190,Kalahari Sprint Classic,1500m,Bronze,Regional,2021
M000723,A0190,Regional Open,200m,Silver,Regional,2023
M000724,A0190,Botswana Nationals,200m,Gold,National,2023
M000725,A0191,Independence Meet,400m,Gold,Local,2020
M000726,A0191,Paralympic Trials,1500m,Silver,National,2021
M000727,A0191,Paralympic Trials,400m,Silver,National,2024
M000728,A0192,Kalahari Sprint Classic,400m,Bronze,Regional,2020
M000729,A0192,Kalahari Sprint Classic,200m,Bronze,Regional,2023
M000730,A0192,Independence Meet,200m,Bronze,Local,2023
M000731,A0193,National Championships,800m,Gold,National,2021
M000732,A0193,World Para Athletics GP,800m,Gold,World,2021
M000733,A0193,Botswana Nationals,800m,Gold,National,2021
M000734,A0193,Botswana Nationals,800m,Gold,National,2022
M000735,A0193,Botswana Nationals,800m,Gold,National,2022
M000736,A0193,National Championships,800m,Gold,National,2024
M000737,A0193,World Para Athletics GP,800m,Silver,World,2024
M000738,A0194,Botswana Nationals,400m,Gold,National,2020
M000739,A0194,Paralympic Trials,1500m,Gold,National,2021
M000740,A0194,World Para Athletics GP,1500m,Gold,World,2022
M000741,A0194,Botswana Nationals,400m,Gold,National,2022
M000742,A0194,Southern Africa Games,400m,Silver,Continental,2023
M000743,A0194,Southern Africa Games,400m,Bronze,Continental,2024
M000744,A0194,Botswana Nationals,400m,Silver,National,2024
M000745,A0195,Regional Open,200m,Bronze,Regional,2021
M000746,A0195,Regional Open,1500m,Bronze,Regional,2022
M000747,A0195,Paralympic Trials,200m,Silver,National,2023
M000748,A0195,Southern Africa Games,200m,Bronze,Continental,2023
M000749,A0195,Southern Africa Games,1500m,Silver,Continental,2024
M000750,A0196,Regional Open,200m,Silver,Regional,2020
M000751,A0196,Botswana Nationals,200m,Silver,National,2021
M000752,A0196,Southern Africa Games,200m,Silver,Continental,2022
M000753,A0196,Regional Open,200m,Gold,Regional,2024
M000754,A0196,Kalahari Sprint Classic,100m,Bronze,Regional,2024
M000755,A0197,Masa Cup,400m,Silver,Local,2020
M000756,A0197,National Championships,400m,Silver,National,2023
M000757,A0198,Kalahari Sprint Classic,100m,Gold,Regional,2022
M000758,A0198,Regional Open,100m,Silver,Regional,2023
M000759,A0198,Regional Open,100m,Silver,Regional,2023
M000760,A0198,Regional Open,200m,Bronze,Regional,2023
M000761,A0198,Paralympic Trials,200m,Silver,National,2023
M000762,A0198,Southern Africa Games,100m,Gold,Continental,2024
M000763,A0198,Paralympic Trials,200m,Gold,National,2024
M000764,A0199,Kalahari Sprint Classic,400m,Silver,Regional,2021
M000765,A0199,Regional Open,200m,Bronze,Regional,2022
M000766,A0199,Independence Meet,400m,Gold,Local,2023
M000767,A0200,Masa Cup,400m,Silver,Local,2020
M000768,A0200,Regional Open,1500m,Bronze,Regional,2024
M000769,A0200,National Championships,400m,Silver,National,2024
